singl0	1	Streptococcus thermophilus 05-34	73476519	QFLC01_10307	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2020-03-02 00:00:00	+2	272051	272173	123
singl1	1	Streptococcus thermophilus 05-34	73476995	QFLC01_110001	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2020-03-02 00:00:00	-3	668843	668965	123
singl2	1	Streptococcus thermophilus 05-34	73477859	QFLC01_390038	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2020-03-02 00:00:00	-2	1392189	1392461	273
singl3	1	Streptococcus thermophilus 05-34	73478083	QFLC01_410014	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2020-03-02 00:00:00	-1	1590442	1590558	117
singl4	1	Streptococcus thermophilus 1F8CT	53737539	Y021AM_0169	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-27 00:00:00	+1	150109	150276	168
singl5	1	Streptococcus thermophilus 1F8CT	53737559	Y021AM_0571	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-27 00:00:00	+1	485302	485523	222
singl6	1	Streptococcus thermophilus 1F8CT	53737569	Y021AM_0748	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	4 : Unknown function but conserved in other organisms	2017-11-27 00:00:00	+1	644251	644520	270
singl7	1	Streptococcus thermophilus 1F8CT	53737570	Y021AM_0749	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-27 00:00:00	+2	644675	644845	171
singl8	1	Streptococcus thermophilus 1F8CT	53737573	Y021AM_0812	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-27 00:00:00	-3	706917	707099	183
singl9	1	Streptococcus thermophilus 1F8CT	53737575	Y021AM_0837	CDS	automatic/finished		Methylenetetrahydrofolate reductase (fragment)	1.5.1.20	no						UNIQUE_AMIGA		2017-11-27 00:00:00	+2	728150	728278	129
singl10	1	Streptococcus thermophilus 1F8CT	53737591	Y021AM_0953	CDS	automatic/finished		Na+ driven multidrug efflux pump (fragment)		no						UNIQUE_AMIGA		2017-11-27 00:00:00	-2	815497	815667	171
singl11	1	Streptococcus thermophilus 1F8CT	53737595	Y021AM_0985	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-27 00:00:00	+1	838753	839106	354
singl12	1	Streptococcus thermophilus 1F8CT	53737601	Y021AM_1093	CDS	automatic/finished		Glutamine amidotransferase class I (fragment)		no						UNIQUE_AMIGA		2017-11-27 00:00:00	-3	924972	925091	120
singl13	1	Streptococcus thermophilus 1F8CT	53737612	Y021AM_1298	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	4 : Unknown function but conserved in other organisms	2017-11-27 00:00:00	-2	1109716	1109925	210
singl14	1	Streptococcus thermophilus 1F8CT	53737632	Y021AM_1612	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-27 00:00:00	-1	1377131	1377265	135
singl15	1	Streptococcus thermophilus 1F8CT	53737654	Y021AM_1962	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-27 00:00:00	+1	1660708	1660830	123
singl16	1	Streptococcus thermophilus 1F8CT	53737825	Y021_00900	CDS	automatic/finished		hypothetical protein		no						WRONG		2017-11-27 00:00:00	+1	152662	152763	102
singl17	1	Streptococcus thermophilus 1F8CT	53737978	Y021_01725	CDS	automatic/finished		hypothetical protein		no						UNIQUE_BANK		2017-11-27 00:00:00	+2	291350	291634	285
singl18	1	Streptococcus thermophilus 1F8CT	53737981	Y021_01740	CDS	automatic/finished		membrane protein		no						UNIQUE_BANK		2017-11-27 00:00:00	-3	292737	293039	303
singl19	1	Streptococcus thermophilus 1F8CT	53738170	Y021_02765	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	+1	484681	485172	492
singl20	1	Streptococcus thermophilus 1F8CT	53738220	Y021_03035	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	+1	534946	535077	132
singl21	1	Streptococcus thermophilus 1F8CT	53738405	Y021_04030	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	-1	720428	720997	570
singl22	1	Streptococcus thermophilus 1F8CT	53738406	Y021_04035	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	-1	721106	721216	111
singl23	1	Streptococcus thermophilus 1F8CT	53738505	Y021_04545	CDS	automatic/finished		hypothetical protein		no						WRONG		2017-11-27 00:00:00	+3	804288	804467	180
singl24	1	Streptococcus thermophilus 1F8CT	53738540	Y021_04745	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	+3	837429	837647	219
singl25	1	Streptococcus thermophilus 1F8CT	53738582	Y021_05000	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	-1	890060	891109	1050
singl26	1	Streptococcus thermophilus 1F8CT	53738867	Y021_06645	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	-1	1183595	1183738	144
singl27	1	Streptococcus thermophilus 1F8CT	53738937	Y021_07030	CDS	automatic/finished		hypothetical protein		no						WRONG		2017-11-27 00:00:00	-1	1259450	1259836	387
singl28	1	Streptococcus thermophilus 1F8CT	53739101	Y021_07950	CDS	automatic/finished		hypothetical protein		no						WRONG		2017-11-27 00:00:00	+2	1430603	1430752	150
singl29	1	Streptococcus thermophilus 1F8CT	53739103	Y021_07960	CDS	automatic/finished		hypothetical protein		no						WRONG		2017-11-27 00:00:00	-1	1431233	1431448	216
singl30	1	Streptococcus thermophilus 1F8CT	53739128	Y021_08095	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	+2	1447529	1447807	279
singl31	1	Streptococcus thermophilus 1F8CT	53739373	Y021_09380	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	-1	1666976	1667377	402
singl32	1	Streptococcus thermophilus 1F8CT	53739380	Y021_09420	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	+1	1673239	1673475	237
singl33	1	Streptococcus thermophilus 1F8CT	53739399	Y021_09515	CDS	automatic/finished		hypothetical protein		no						WRONG		2017-11-27 00:00:00	-2	1688872	1688979	108
singl34	1	Streptococcus thermophilus 1F8CT	53739449	Y021_00835	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	+2	143021	143206	186
singl35	1	Streptococcus thermophilus 1F8CT	53739454	Y021_00495	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	+3	83388	84065	678
singl36	1	Streptococcus thermophilus 1F8CT	53739471	Y021_03420	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	+3	604170	604313	144
singl37	1	Streptococcus thermophilus 1F8CT	53739478	Y021_02860	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	+1	502651	503127	477
singl38	1	Streptococcus thermophilus 1F8CT	53739482	Y021_02605	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	+3	454092	454271	180
singl39	1	Streptococcus thermophilus 1F8CT	53739485	Y021_02435	fCDS	automatic/finished	argD			pseudo						COMMON		2017-11-27 00:00:00	+1	422434	422733	300
singl40	1	Streptococcus thermophilus 1F8CT	53739488	Y021_02280	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	+1	389275	389880	606
singl41	1	Streptococcus thermophilus 1F8CT	53739523	Y021_05780	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	-2	1027756	1027935	180
singl42	1	Streptococcus thermophilus 1F8CT	53739530	Y021_04910	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	-3	871824	872102	279
singl43	1	Streptococcus thermophilus 1F8CT	53739537	Y021_09125	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	-3	1637757	1637912	156
singl44	1	Streptococcus thermophilus 1F8CT	53739538	Y021_09015	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	-1	1608035	1608487	453
singl45	1	Streptococcus thermophilus 1F8CT	53739541	Y021_06495	CDS	automatic/finished				no						COMMON		2017-11-27 00:00:00	-3	1157634	1158371	738
singl46	1	Streptococcus thermophilus 1F8CT	53739543	Y021_06200	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	-1	1111235	1111519	285
singl47	1	Streptococcus thermophilus 1F8CT	53739590	Y021_05060	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	+2	902933	903049	117
singl48	1	Streptococcus thermophilus 1F8CT	53739603	Y021_03105	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	+1	547930	548076	147
singl49	1	Streptococcus thermophilus 1F8CT	53739608	Y021_02760	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	+1	483925	484665	741
singl50	1	Streptococcus thermophilus 1F8CT	53739639	Y021_05605	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	-2	999586	999687	102
singl51	1	Streptococcus thermophilus 1F8CT	53739650	Y021_04960	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	-1	882512	882808	297
singl52	1	Streptococcus thermophilus 1F8CT	53739657	Y021_09015	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	-2	1608568	1609053	486
singl53	1	Streptococcus thermophilus 1F8CT	53739660	Y021_06200	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	-1	1111541	1111807	267
singl54	1	Streptococcus thermophilus 1F8CT	53739668	Y021_07640	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	-1	1374818	1374943	126
singl55	1	Streptococcus thermophilus 1F8CT	53739670	Y021_07435	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	-2	1336549	1337169	621
singl56	1	Streptococcus thermophilus 1F8CT	53739683	Y021_06490	fCDS	automatic/finished				pseudo						COMMON		2017-11-27 00:00:00	-1	1157180	1157581	402
singl57	1	Streptococcus thermophilus 1F8CT	53737425	Y021AM_c0001	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-27 00:00:00	+2	308	499	192
singl58	1	Streptococcus thermophilus ACA-DC 2	53722167	STACADC2AM_1067	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-24 00:00:00	-2	935863	936072	210
singl59	1	Streptococcus thermophilus ACA-DC 2	53722362	STACADC2AM_1764	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-24 00:00:00	+3	1565556	1565723	168
singl60	1	Streptococcus thermophilus ACA-DC 2	53722386	STACADC2AM_1899	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-24 00:00:00	-3	1661088	1661273	186
singl61	1	Streptococcus thermophilus ACA-DC 2	53726048	STACADC2_0602	CDS	automatic/finished		hypothetical protein		no						WRONG		2017-11-24 00:00:00	+1	617893	618066	174
singl62	1	Streptococcus thermophilus ACA-DC 2	53726237	STACADC2_0645	CDS	automatic/finished		Type I restriction-modification system, specificity subunit S	3.1.21.3	no						COMMON		2017-11-24 00:00:00	+1	656335	657633	1299
singl63	1	Streptococcus thermophilus ACA-DC 2	53727066	STACADC2_0846	CDS	automatic/finished		hypothetical protein		no						WRONG		2017-11-24 00:00:00	-1	846161	846292	132
singl64	1	Streptococcus thermophilus ACA-DC 2	53727143	STACADC2_0867	CDS	automatic/finished		hypothetical protein		no						UNIQUE_BANK		2017-11-24 00:00:00	-2	863998	864207	210
